,Unnamed: 0,Actors,Awards,BoxOffice,Country,DVD,Director,Error,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,totalSeasons
2144,145,"Colin Farrell, Jamie Foxx, Li Gong, Naomie Harris",1 win & 9 nominations.,"$63,400,000","USA, Germany, Paraguay, Uruguay",05 Dec 2006,Michael Mann,,"Action, Crime, Thriller","English, Spanish",65.0,"Based on the 1980s TV action/drama, this update focuses on vice detectives Crockett and Tubbs as their respective personal and professional lives become dangerously intertwined.",https://m.media-amazon.com/images/M/MV5BMTM4MDQ5MTkxMV5BMl5BanBnXkFtZTcwMTU4MzUzMQ@@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",28 Jul 2006,True,132 min,Miami Vice,movie,,"Michael Mann, Anthony Yerkovich (TV series)",2006,tt0430357,6.0,"104,990",
2145,146,"John Travolta, Andie MacDowell, William Hurt, Bob Hoskins",1 nomination.,,USA,10 Jun 1997,Nora Ephron,,"Comedy, Drama, Fantasy","English, Portuguese",38.0,Two tabloid reporters checking out a report of the Archangel Michael living with an old woman find that it's true. But that's not the only surprise.,https://m.media-amazon.com/images/M/MV5BMTViNzdjNmUtMmQyYi00ODA4LTljZmYtN2I3ZWUyZWQyYjVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,WARNER BROTHERS PICTURES,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",25 Dec 1996,True,105 min,Michael,movie,,"Peter Dexter (story), Jim Quinlan (story), Nora Ephron (screenplay), Delia Ephron (screenplay), Peter Dexter (screenplay), Jim Quinlan (screenplay)",1996,tt0117038,5.7,"38,951",
2146,147,"Michael Jackson, Paula Abdul, Brandon Quintin Adams, Rosanna Arquette",,,USA,,"Nicholas Brandt, Colin Chilvers, Bob Giraldi, Wayne Isham, Michael Jackson, John Landis, Spike Lee, Don Mischer, Vincent Paterson, Mark Romanek, James Yukich",,"Documentary, Music",English,,"Collection of Michael Jackson's music videos from the period 1983-1997. Mainly focused post-1995 era, including videos such as, ""Scream"", ""They Don't Care About Us"", and more.",https://m.media-amazon.com/images/M/MV5BMjE2NzAyNTI4Ml5BMl5BanBnXkFtZTcwNjM1MzAyMQ@@._V1_SX300.jpg,,UNRATED,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}]",,True,106 min,Michael,movie,,"Paul Flattery (dialogue and treatment), Bob Giraldi (treatment), Michael Jackson (treatment), John Landis (treatment), David Newman (screenplay)",1997,tt0168070,8.4,"1,507",
2148,149,,,,,,,Movie not found!,,,,,,,,,,False,,Michael Jackson's This Is It,,,,,,,,
2149,150,"Hugh Grant, James Caan, Jeanne Tripplehorn, Burt Young",,,"UK, USA",28 Dec 1999,Kelly Makin,,"Comedy, Crime, Romance",English,49.0,"An English auctioneer proposes to the daughter of a Mafia kingpin, only to realize that certain ""favors"" would be asked of him.",https://m.media-amazon.com/images/M/MV5BNjIzNDQ4MDc5OV5BMl5BanBnXkFtZTYwNzI3MDM3._V1_SX300.jpg,Warner Home Video,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",20 Aug 1999,True,102 min,Mickey Blue Eyes,movie,,"Adam Scheinman, Robert Kuhn",1999,tt0130121,5.8,"33,322",
2150,151,"Dudley Moore, Amy Irving, Ann Reinking, Richard Mulligan",Won 1 Golden Globe. Another 1 nomination.,,USA,04 Nov 2003,Blake Edwards,,"Comedy, Romance",English,,"A bigamist must keep his wives from meeting each other, which becomes tricky when they're both pregnant.",https://m.media-amazon.com/images/M/MV5BYmNjM2ZkYzQtYjQ2Mi00Nzk1LWI1ODItMDRkYmNmYzllOWZiXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,Sony Pictures Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}]",21 Dec 1984,True,118 min,Micki + Maude,movie,,Jonathan Reynolds,1984,tt0087718,6.0,"2,523",
2151,152,"Dudley Moore, Amy Irving, Ann Reinking, Richard Mulligan",Won 1 Golden Globe. Another 1 nomination.,,USA,04 Nov 2003,Blake Edwards,,"Comedy, Romance",English,,"A bigamist must keep his wives from meeting each other, which becomes tricky when they're both pregnant.",https://m.media-amazon.com/images/M/MV5BYmNjM2ZkYzQtYjQ2Mi00Nzk1LWI1ODItMDRkYmNmYzllOWZiXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,Sony Pictures Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}]",21 Dec 1984,True,118 min,Micki + Maude,movie,,Jonathan Reynolds,1984,tt0087718,6.0,"2,523",
2152,153,"Bruce Dern, Ann-Margret, Graham Jarvis, Deborah Wakeham",6 nominations.,,"Canada, USA",,John Trent,,"Comedy, Drama",English,,A married man is turning forty and that's when the midlife crisis hits him. He becomes obsessed with young women and fast cars.,https://m.media-amazon.com/images/M/MV5BMjE5ODA2OTM3Ml5BMl5BanBnXkFtZTYwNDEwODg5._V1_SX300.jpg,20th Century Fox Film Corporation,R,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",25 Jul 1980,True,97 min,Middle Age Crazy,movie,,"Carl Kleinschmitt (screenplay), Sonny Throckmorton (based on the song by)",1980,tt0081157,5.5,259,
2156,157,"Robert De Niro, Charles Grodin, Yaphet Kotto, John Ashton",Nominated for 2 Golden Globes. Another 2 wins & 2 nominations.,,USA,24 Jun 1998,Martin Brest,,"Action, Comedy, Crime, Thriller",English,78.0,"An accountant is chased by bounty hunters, the F.B.I., and the Mafia after jumping bail.",https://m.media-amazon.com/images/M/MV5BZGIwM2JhNmQtYzQ5ZC00NzdkLTgwZjItMDRiN2QxM2ViMzk0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,MCA Universal Home Video,R,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",20 Jul 1988,True,126 min,Midnight Run,movie,,George Gallo,1988,tt0095631,7.5,"66,130",
2158,159,"John Cusack, Kevin Spacey, Jack Thompson, Irma P. Hall",1 win & 3 nominations.,,USA,30 Jun 1998,Clint Eastwood,,"Crime, Drama, Mystery, Thriller","English, French",57.0,"A visiting city reporter's assignment suddenly revolves around the murder trial of a local millionaire, whom he befriends.",https://m.media-amazon.com/images/M/MV5BNDdlOGM3ODItNDUzZi00MTRlLTliMzUtYjE3ZGY0NzhkNDlkXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Warner Home Video,R,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",21 Nov 1997,True,155 min,Midnight in the Garden of Good and Evil,movie,,"John Berendt (book), John Lee Hancock (screenplay)",1997,tt0119668,6.6,"35,247",
2159,160,"Charlton Heston, Henry Fonda, James Coburn, Glenn Ford",,,USA,10 Oct 2000,Jack Smight,,"Action, Drama, History, War",English,48.0,A dramatization of the battle that was widely heralded as a turning point of the Pacific Theatre of World War II.,https://m.media-amazon.com/images/M/MV5BNjQ1ZWJmYmMtYTdjZS00MzZkLTgwMjUtNDc0YjMzOTcwNGUyXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_SX300.jpg,MCA Universal Home Video,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",18 Jun 1976,True,132 min,Midway,movie,,Donald S. Sanford,1976,tt0074899,6.8,"16,446",
2162,163,"Karan Ashley, Johnny Yong Bosch, Steve Cardenas, Jason David Frank",1 nomination.,,"USA, Japan, Australia, New Zealand",02 Sep 2003,Bryan Spicer,,"Action, Adventure, Family, Sci-Fi, Thriller",English,40.0,"A giant egg is unearthed at a construction site and soon opened, releasing the terrible Ivan Ooze, who wreaks vengeance on Zordon for imprisoning him millennia ago. With Zordon dying and their powers lost, the Rangers head to a distant planet to find the mystic warrior Dulcea.",https://m.media-amazon.com/images/M/MV5BN2I2Y2I5N2MtMzJhMy00NzE2LThlMzEtNGE0ODA4M2JhOWNiXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,20th Century Fox Film Corporation,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",30 Jun 1995,True,95 min,Mighty Morphin Power Rangers: The Movie,movie,,"John Kamps (story), Arne Olsen (story), Arne Olsen (screenplay)",1995,tt0113820,5.2,"23,909",
2163,164,"Zac Efron, Adam Devine, Anna Kendrick, Aubrey Plaza",4 nominations.,"$46,007,113",USA,27 Sep 2016,Jake Szymanski,,"Comedy, Romance","English, Chinese, Japanese",51.0,"Two hard-partying brothers place an online ad to find the perfect dates for their sister's Hawaiian wedding. Hoping for a wild getaway, the boys instead find themselves out-hustled by an uncontrollable duo.",https://m.media-amazon.com/images/M/MV5BMjM4NDIxNzI5Nl5BMl5BanBnXkFtZTgwMTg4NTY5NzE@._V1_SX300.jpg,20th Century Fox,R,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",08 Jul 2016,True,98 min,Mike and Dave Need Wedding Dates,movie,,"Andrew Jay Cohen, Brendan O'Brien",2016,tt2823054,6.0,"76,870",
2164,165,"Melanie Griffith, Ed Harris, Michael Patrick Carter, Malcolm McDowell",1 nomination.,,USA,09 Sep 2003,Richard Benjamin,,"Comedy, Romance",English,,"A group of young boys befriend a prostitute named, V.",https://m.media-amazon.com/images/M/MV5BM2RkZGUwMGQtOWU3OS00NDM5LWI2NTctNTNkY2VhMGFkMDBiXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,Paramount Home Video,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}]",31 Aug 1994,True,110 min,Milk Money,movie,,John Mattson,1994,tt0110516,5.6,"10,846",
2165,166,"Jon Hamm, Pitobash, Suraj Sharma, Madhur Mittal",1 win & 2 nominations.,,USA,07 Oct 2014,Craig Gillespie,,"Biography, Drama, Sport","English, Hindi",56.0,A sports agent stages an unconventional recruitment strategy to get talented Indian cricket players to play Major League Baseball.,https://m.media-amazon.com/images/M/MV5BMjM1OTUwOTA0M15BMl5BanBnXkFtZTgwMTA0Nzk4MjE@._V1_SX300.jpg,Walt Disney Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",16 May 2014,True,124 min,Million Dollar Arm,movie,,Tom McCarthy (screenplay),2014,tt1647668,7.0,"41,456",
2168,169,"Mira Sorvino, Jeremy Northam, Alexander Goodwin, Giancarlo Giannini",3 wins & 7 nominations.,,USA,21 Apr 1998,Guillermo del Toro,,"Horror, Sci-Fi","English, Italian",55.0,"Three years ago, entomologist Dr. Susan Tyler genetically created an insect to kill cockroaches carrying a virulent disease. Now, the insects are out to destroy their only predator, mankind.",https://m.media-amazon.com/images/M/MV5BODk4MjRkODctOTVjNS00MmI2LTg0Y2ItMWQyMzdkZDU3MzMyXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,LionsGate Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",22 Aug 1997,True,105 min,Mimic,movie,,"Donald A. Wollheim (short story ""Mimic""), Matthew Robbins (screen story), Guillermo del Toro (screen story), Matthew Robbins (screenplay), Guillermo del Toro (screenplay)",1997,tt0119675,5.9,"43,437",
2169,170,"Sandra Bullock, Jon Hamm, Michael Keaton, Allison Janney",Nominated for 1 BAFTA Film Award. Another 4 wins & 24 nominations.,"$277,969,969",USA,08 Dec 2015,"Kyle Balda, Pierre Coffin",,"Animation, Adventure, Comedy, Family, Sci-Fi","English, Spanish",56.0,"Minions Stuart, Kevin, and Bob are recruited by Scarlet Overkill, a supervillain who, alongside her inventor husband Herb, hatches a plot to take over the world.",https://m.media-amazon.com/images/M/MV5BMTg2MTMyMzU0M15BMl5BanBnXkFtZTgwOTU3ODk4NTE@._V1_SX300.jpg,Universal Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",10 Jul 2015,True,91 min,Minions,movie,,Brian Lynch,2015,tt2293640,6.4,"198,725",
2171,172,"Kurt Russell, Patricia Clarkson, Noah Emmerich, Sean McCann",2 wins & 4 nominations.,"$64,329,473","Canada, USA",25 May 2004,Gavin O'Connor,,"Biography, Drama, History, Sport",English,68.0,"The true story of Herb Brooks, the player-turned-coach who led the 1980 U.S. Olympic hockey team to victory over the seemingly invincible Russian squad.",https://m.media-amazon.com/images/M/MV5BMjEyOTk1OTcyNV5BMl5BanBnXkFtZTYwNjMzNDU3._V1_SX300.jpg,Buena Vista Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",06 Feb 2004,True,135 min,Miracle,movie,,Eric Guggenheim,2004,tt0349825,7.5,"44,007",
2173,174,"Jennifer Garner, Kylie Rogers, Martin Henderson, Brighton Sharbino",1 win & 2 nominations.,,USA,12 Jul 2016,Patricia Riggen,,"Biography, Drama, Family",English,44.0,Based on the incredible true story of the Beam family.,https://m.media-amazon.com/images/M/MV5BMjkyOTI5NzgxMl5BMl5BanBnXkFtZTgwNjg4MzQzNzE@._V1_SX300.jpg,Sony Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",16 Mar 2016,True,109 min,Miracles from Heaven,movie,,"Christy Beam (book), Randy Brown (screenplay)",2016,tt4257926,7.1,"18,497",
2174,175,"Gregory Peck, Diane Baker, Walter Matthau, Kevin McCarthy",1 win.,,USA,04 Nov 2008,Edward Dmytryk,,"Mystery, Thriller",English,,An accountant suddenly suffers from amnesia. This appears related to the suicide of his boss. Now some violent thugs are out to get him. They work for a shadowy figure known simply as The Major.,https://m.media-amazon.com/images/M/MV5BNzY0NmI5YjktZDZkZC00ZmY2LTkyYzctNTliMmUyNGY1MTQ1XkEyXkFqcGdeQXVyNTA2NDc4OA@@._V1_SX300.jpg,Universal,Approved,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",23 Sep 1965,True,108 min,Mirage,movie,,"Peter Stone (screenplay), Howard Fast (novel)",1965,tt0059448,7.3,"3,843",
2176,177,"Kiefer Sutherland, Paula Patton, Cameron Boyce, Arika Gluck",2 nominations.,"$30,575,158","USA, Romania, Germany",13 Jan 2009,Alexandre Aja,,"Horror, Mystery",English,35.0,An ex-cop and his family are the target of an evil force that is using mirrors as a gateway into their home.,https://m.media-amazon.com/images/M/MV5BMTI2NTA1ODEyOF5BMl5BanBnXkFtZTcwNjc3MjY3MQ@@._V1_SX300.jpg,Buena Vista,R,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",15 Aug 2008,True,110 min,Mirrors,movie,,"Alexandre Aja (screenplay), Grégory Levasseur (screenplay), Sung-ho Kim (Korean motion picture ""Into the Mirror"")",2008,tt0790686,6.1,"98,104",
2177,178,"Doug McKeon, Catherine Mary Stewart, Kelly Preston, Chris Nash",,,USA,05 Apr 2005,Mel Damski,,"Comedy, Romance",English,53.0,"1956. Obsessed with the hottest girl in class, a gawky high school student takes a crash course in teenage coolness from his motorcycle rebel neighbour, under the watchful eye of the eternal symbol of teenage rebellion: James Dean.",https://m.media-amazon.com/images/M/MV5BMjkwZWYzZTQtNTU1MS00ZTIwLTg4OGQtZjQ2NGVkODdmNGI5XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,Anchor Bay Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",08 Feb 1985,True,93 min,Mischief,movie,,Noel Black,1985,tt0089601,6.6,"5,090",
2178,179,"James Caan, Kathy Bates, Richard Farnsworth, Frances Sternhagen",Won 1 Oscar. Another 4 wins & 10 nominations.,,USA,22 Dec 1998,Rob Reiner,,"Drama, Thriller",English,75.0,"After a famous author is rescued from a car crash by a fan of his novels, he comes to realize that the care he is receiving is only the beginning of a nightmare of captivity and abuse.",https://m.media-amazon.com/images/M/MV5BNzY0ODQ3MTMxN15BMl5BanBnXkFtZTgwMDkwNTg4NjE@._V1_SX300.jpg,Columbia Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",30 Nov 1990,True,107 min,Misery,movie,,"Stephen King (novel), William Goldman (screenplay)",1990,tt0100157,7.8,"169,212",
2179,180,"James Caan, Kathy Bates, Richard Farnsworth, Frances Sternhagen",Won 1 Oscar. Another 4 wins & 10 nominations.,,USA,22 Dec 1998,Rob Reiner,,"Drama, Thriller",English,75.0,"After a famous author is rescued from a car crash by a fan of his novels, he comes to realize that the care he is receiving is only the beginning of a nightmare of captivity and abuse.",https://m.media-amazon.com/images/M/MV5BNzY0ODQ3MTMxN15BMl5BanBnXkFtZTgwMDkwNTg4NjE@._V1_SX300.jpg,Columbia Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",30 Nov 1990,True,107 min,Misery,movie,,"Stephen King (novel), William Goldman (screenplay)",1990,tt0100157,7.8,"169,212",
2180,181,"Sandra Bullock, Michael Caine, Benjamin Bratt, Candice Bergen",Nominated for 2 Golden Globes. Another 7 wins & 5 nominations.,,USA,01 May 2001,Donald Petrie,,"Action, Comedy, Crime, Romance","English, Russian, French, Hawaiian, Spanish",43.0,An F.B.I. Agent must go undercover in the Miss United States beauty pageant to prevent a group from bombing the event.,https://m.media-amazon.com/images/M/MV5BZDhjNzc4N2MtNWE5ZC00N2M4LWFiYjEtMTE5YmYyMTg3OGY5XkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",22 Dec 2000,True,109 min,Miss Congeniality,movie,,"Marc Lawrence, Katie Ford, Caryn Lucas",2000,tt0212346,6.2,"174,123",
2181,182,"Benjamin Bratt, Sandra Bullock, Michael Caine, Donald Petrie",,,USA,,,,"Documentary, Short, Comedy",English,,,https://m.media-amazon.com/images/M/MV5BMTU4MTQxOTE2NV5BMl5BanBnXkFtZTcwNzIwNDgyMQ@@._V1_SX300.jpg,,,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",,True,10 min,Miss Congeniality,movie,,,2001,tt6112088,6.4,15,
2182,183,,,,,,,Movie not found!,,,,,,,,,,False,,Miss Congeniality 2: Armed and Fabulous,,,,,,,,
2183,184,"Eva Green, Asa Butterfield, Samuel L. Jackson, Judi Dench",2 wins & 12 nominations.,"$87,240,689","USA, UK, Belgium, Canada",13 Dec 2016,Tim Burton,,"Adventure, Drama, Fantasy, Thriller",English,57.0,"When Jacob discovers clues to a mystery that stretches across time, he finds Miss Peregrine's Home for Peculiar Children. But the danger deepens after he gets to know the residents and learns about their special powers.",https://m.media-amazon.com/images/M/MV5BMTU0Nzc5NzI5NV5BMl5BanBnXkFtZTgwNTk1MDE4MDI@._V1_SX300.jpg,20th Century Fox,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",30 Sep 2016,True,127 min,Miss Peregrine's Home for Peculiar Children,movie,,"Ransom Riggs (based upon the novel written by), Jane Goldman (screenplay by)",2016,tt1935859,6.7,"144,621",
2185,186,"Chuck Norris, M. Emmet Walsh, David Tress, Lenore Kasdorf",,,USA,13 Jun 2000,Joseph Zito,,"Action, Adventure, Drama, Thriller, War","English, Vietnamese",,Colonel Braddock launches a mission deep into the jungles of Vietnam to find the POW camp that he escaped from and free the Americans still held captive there.,https://m.media-amazon.com/images/M/MV5BZGRkY2M1YWMtYmZiMy00NDMzLTg0OTctYWNmNzllMGNlYmMyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,MGM Home Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}]",16 Nov 1984,True,101 min,Missing in Action,movie,,"Arthur Silver (characters), Larry Levinson (characters), Steve Bing (characters), James Bruner (screenplay), John Crowther (story), Lance Hool (story)",1984,tt0087727,5.4,"12,885",
2186,187,"Chuck Norris, Soon-Tek Oh, Steven Williams, Bennett Ohta",,,USA,05 Jun 2012,Lance Hool,,"Action, Drama, Thriller, War","English, Vietnamese",,"Prequel to the first Missing In Action, set in the early 1980s it shows the capture of Colonel Braddock during the Vietnam war in the 1970s, and his captivity with other American POWs in a brutal prison camp, and his plans to escape.",https://m.media-amazon.com/images/M/MV5BMTUzODkyODg4Ml5BMl5BanBnXkFtZTcwOTQ2NjE2NA@@._V1_SX300.jpg,MGM Home Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]",01 Mar 1985,True,100 min,Missing in Action 2: The Beginning,movie,,"Steve Bing, Larry Levinson, Arthur Silver",1985,tt0089604,5.3,"7,058",
